INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
,ALUNO-1126,,,,,,,,,,,,,,
Escola Pública,ALUNO-1127,2B,Sim,7.356.669.999.999.990,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.2,7.5,6.5,5,933.334,5
Rede Decisão/União,ALUNO-1128,4E,Sim,8.229.169.833.333.330,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,5.5,10,6.666.666.666.666.660,9.375,97.083.425,10
Rede Decisão/União,ALUNO-1129,2F,Não,8.035.278.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.1,5,8,7.708.333.333.333.330,7.222.216.666.666.660,10
Escola Pública,ALUNO-1130,2N,Não,8.788.613.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.7,6.875,9,8.333.333.333.333.330,7.888.890.000.000.000,10
Escola Pública,ALUNO-1131,3B,Não,7.046.043,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,8.1,6.25,4,734.375,6.541.665,10
Rede Decisão/União,ALUNO-1132,6C,Não,7.131.251.333.333.330,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8,6.25,6.166.666.666.666.660,7.8125,820.834,5
Escola Pública,ALUNO-1133,6A,Não,5.431.249.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,4.5,6.25,5.833.333.333.333.330,7.8125,7.291.665,5
Escola Pública,ALUNO-1134,3A,Não,7.178.543.166.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,6.7,7.5,4.833.333.333.333.330,796.875,68.333.325,10
,ALUNO-1135,,,,,,,,,,,,,,
Escola Pública,ALUNO-1136,4E,Não,77.379.188.333.333.300,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,7.2,5,7.666.666.666.666.660,7.8125,76.250.025,10
UNISA,ALUNO-1137,8A,,9.338.335,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958.335,10,7.5,9.7,0,0,10
,ALUNO-1138,,,,,,,,,,,,,,
Escola Pública,ALUNO-1139,2C,Não,74.925.006.666.666.600,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,691.668,8.9,7.5,7.5,7.708.333.333.333.330,7.499.996.666.666.660,5
,ALUNO-1140,,,,,,,,,,,,,,
Escola Pública,ALUNO-1141,2D,Não,69.812.520.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,7,7.5,6,7.8125,7.5,5
Escola Pública,ALUNO-1142,6A,Não,5.968.749.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,7,6.25,31.666.666.666.666.600,7.1875,670.833,5
,ALUNO-1143,,,,,,,,,,,,,,
,ALUNO-1144,,,,,,,,,,,,,,
Escola Pública,ALUNO-1145,3J,Não,6.225.555.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,6.1,6.875,4.666.666.666.666.660,8.125,5.777.770.000.000.000,5
,ALUNO-1146,,,,,,,,,,,,,,
,ALUNO-1147,,,,,,,,,,,,,,
Escola Pública,ALUNO-1148,4F,Não,30.650.014.999.999.900,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,666.667,1.2,2.5,0,5,45.416.725,5
Escola Pública,ALUNO-1149,0E,Não,7.029.166.999.999.990,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,10,5.625,9,2.5,4.833.325,5
Escola Pública,ALUNO-1150,1H,Não,8.673.890.666.666.660,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.8,7.5,9.5,7.916.666.666.666.660,761.111,10
,ALUNO-1151,,,,,,,,,,,,,,
,ALUNO-1152,,,,,,,,,,,,,,
,ALUNO-1153,,,,,,,,,,,,,,
,ALUNO-1154,,,,,,,,,,,,,,
,ALUNO-1155,,,,,,,,,,,,,,
Escola Pública,ALUNO-1156,3B,Não,8.281.250.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,9,7.5,8.666.666.666.666.660,7.8125,6.916.665,10
,ALUNO-1157,,,,,,,,,,,,,,
UNISA,ALUNO-1158,8A,,8.818.335.000.000.000,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958.335,10,7.5,8.4,0,0,10
Escola Pública,ALUNO-1159,3F,Sim,8.552.224.666.666.660,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,9.9,6.875,9.333.333.333.333.330,8.125,8.944.449.999.999.990,5
,ALUNO-1160,,,,,,,,,,,,,,
Escola Pública,ALUNO-1161,3L,Não,62.183.348.333.333.300,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000.020.000.000.000,7.8,4.375,4.666.666.666.666.660,5.625,61.249.975,5
,ALUNO-1162,,,,,,,,,,,,,,
,ALUNO-1163,,,,,,,,,,,,,,
,ALUNO-1164,,,,,,,,,,,,,,
Escola Pública,ALUNO-1165,2D,Não,8.080.002,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.9,7.5,9,7.5,7.5,5
Escola Pública,ALUNO-1166,2E,Não,56.905.573.333.333.300,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,6.3,5,4,6.25,5.277.776.666.666.660,5
Escola Pública,ALUNO-1167,1F,Não,7.627.502,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.7,6.25,4.5,8.125,8,10
Escola Pública,ALUNO-1168,1M,Não,8.043.751,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79.166.799.999.999.900,8.5,7.5,10,7.1875,7.916.665,5
,ALUNO-1169,,,,,,,,,,,,,,
Escola Pública,ALUNO-1170,1G,Não,8.178.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.3,7.5,9,7.1875,7.25,10
Escola Pública,ALUNO-1171,3C,Sim,8.925.003,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583.350.000.000.000,9.5,6.25,8.333.333.333.333.330,8.749.999.999.999.990,9.500.006.666.666.660,10
Escola Pública,ALUNO-1172,1D,Não,6.268.752,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,5,7.5,4.5,7.1875,7.25,5
Escola Pública,ALUNO-1173,5B,Não,4.420.833.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,2,3.75,0,6.875,5.833.333.333.333.330,10
Escola Pública,ALUNO-1174,5F,Sim,73.906.255.000.000.000,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708.333,7,6.875,5,828.125,88.333.375,10
Escola Pública,ALUNO-1175,1K,Não,5.367.224,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,5.1,7.5,0,7.916.666.666.666.660,7.277.776.666.666.660,5
Escola Pública,ALUNO-1176,5B,Não,8.233.335,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,8,8.75,6.333.333.333.333.330,9.166.666.666.666.660,8.500.003.333.333.330,10
,ALUNO-1177,,,,,,,,,,,,,,
Escola Pública,ALUNO-1178,2M,Não,5.692.918,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,3.1,6.875,4.25,7.1875,758.333,5
,ALUNO-1179,,,,,,,,,,,,,,
,ALUNO-1180,,,,,,,,,,,,,,
Escola Pública,ALUNO-1181,0D,Não,7.745.836.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,5.625,10,2.5,766.667,5
,ALUNO-1182,,,,,,,,,,,,,,
,ALUNO-1183,,,,,,,,,,,,,,
,ALUNO-1184,,,,,,,,,,,,,,
,ALUNO-1185,,,,,,,,,,,,,,
,ALUNO-1186,,,,,,,,,,,,,,
Escola Pública,ALUNO-1187,2G,Não,7.060.279.333.333.330,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.1,7.5,4.5,8.125,7.888.886.666.666.660,5
Escola Pública,ALUNO-1188,7A,Não,5.461.458.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,1,7.5,4.333.333.333.333.330,703.125,5.75,10
UNISA,ALUNO-1189,8A,,9.218.335,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958.335,10,7.5,9.4,0,0,10
Escola Pública,ALUNO-1190,2N,Não,8.100.557.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.6,6.875,8,6.875,6.777.776.666.666.660,10
Rede Decisão/União,ALUNO-1191,3B,Não,6.828.125.666.666.660,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,9.5,4.375,33.333.333.333.333.300,765.625,6.333.335,10
,ALUNO-1192,,,,,,,,,,,,,,
Escola Pública,ALUNO-1193,2L,Não,6.912.779.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.8,7.5,3.75,7.083.333.333.333.330,7.222.219.999.999.990,10
,ALUNO-1194,,,,,,,,,,,,,,
Escola Pública,ALUNO-1195,2D,Não,8.153.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.8,7.5,7,8.4375,7.75,10
,ALUNO-1196,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1197,6A,Não,7.820.418.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,8.8,6.25,5.333.333.333.333.330,8.4375,82.500.025,10
Escola Pública,ALUNO-1198,1K,Não,6.790.556.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,5.8,5,7.5,7.083.333.333.333.330,7.611.106.666.666.660,5
,ALUNO-1199,,,,,,,,,,,,,,
Escola Pública,ALUNO-1200,6B,Não,7.520.000.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,7.6,6.25,5.833.333.333.333.330,7.5,8.333.332.500.000.000,10
,ALUNO-1201,,,,,,,,,,,,,,
,ALUNO-1202,,,,,,,,,,,,,,
,ALUNO-1203,,,,,,,,,,,,,,
,ALUNO-1204,,,,,,,,,,,,,,
Escola Pública,ALUNO-1205,1A,Sim,8.962.503,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,700.002,9.5,7.5,10,8.125,9.000.005,10
,ALUNO-1206,,,,,,,,,,,,,,
,ALUNO-1207,,,,,,,,,,,,,,
,ALUNO-1208,,,,,,,,,,,,,,
,ALUNO-1209,,,,,,,,,,,,,,
,ALUNO-1210,,,,,,,,,,,,,,
,ALUNO-1211,,,,,,,,,,,,,,
,ALUNO-1212,,,,,,,,,,,,,,
,ALUNO-1213,,,,,,,,,,,,,,
,ALUNO-1214,,,,,,,,,,,,,,
Escola Pública,ALUNO-1215,1D,Sim,8.700.003,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.5,7.5,10,7.5,9.000.005,5
UNISA,ALUNO-1216,8A,,7.218.335,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958.335,0,7.5,9.4,0,0,10
Rede Decisão/União,ALUNO-1217,3A,Sim,8.443.336,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,8.8,4.375,8,9.375,937.501,10
Rede Decisão/União,ALUNO-1218,7B,Sim,8.840.628,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,9.5,7.5,7.5,890.625,9.416.675.000.000.000,10
Escola Pública,ALUNO-1219,4B,Sim,7.974.724.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.7,7.5,38.333.333.333.333.300,8.958.333.333.333.330,8.944.453.333.333.330,10
,ALUNO-1220,,,,,,,,,,,,,,
,ALUNO-1221,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1222,7B,Não,7.533.542.000.000.000,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,6.6,6.875,7,734.375,7.374.995,10
Escola Pública,ALUNO-1223,1R,Sim,8.350.558,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.6,7.5,9.5,8.75,877.778,5
,ALUNO-1224,,,,,,,,,,,,,,
Escola Pública,ALUNO-1225,2P,Não,5.984.724,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,69.166.799.999.999.900,8,7.5,0,8.541.666.666.666.660,7.944.446.666.666.660,5
Escola Pública,ALUNO-1226,1R,Não,8.129.724.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.1,5.625,9.5,8.75,8.611.113.333.333.330,5
,ALUNO-1227,,,,,,,,,,,,,,
Escola Pública,ALUNO-1228,2N,Não,7.600.000.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,691.668,8.5,7.5,6.5,7.916.666.666.666.660,6.833.329.999.999.990,10
Escola Pública,ALUNO-1229,1J,Não,7.917.778.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.2,5.625,8,5.208.333.333.333.330,7.222.216.666.666.660,10
Rede Decisão/União,ALUNO-1230,3L,Não,75.670.823.333.333.300,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,624.999,9.7,7.5,4.666.666.666.666.660,8.4375,7.375,10
Escola Pública,ALUNO-1231,2E,Não,60.041.660.000.000.000,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,7,4.375,7,6.666.666.666.666.660,7.999.996.666.666.660,5
Escola Pública,ALUNO-1232,2H,Não,6.008.751,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.2,7.5,0,7.1875,7.249.995,5
,ALUNO-1233,,,,,,,,,,,,,,
